GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
ARG,Argentina,ARG.14_1,Misiones,,ARG.14.8_1,Guaraní,El Soberbio,,Departamento,Department,,AR.MN.GU
ARG,Argentina,ARG.14_1,Misiones,,ARG.14.9_1,Iguazú,Wanda,,Departamento,Department,,AR.MN.IG
ARG,Argentina,ARG.14_1,Misiones,,ARG.14.10_1,Leandro N. Alem,,,Departamento,Department,,AR.MN.LA
ARG,Argentina,ARG.14_1,Misiones,,ARG.14.11_1,Libertador General San Martín,Libertador General San Ma|Libertador,,Departamento,Department,,AR.MN.LM
ARG,Argentina,ARG.14_1,Misiones,,ARG.14.12_1,Montecarlo,,,Departamento,Department,,AR.MN.MO
ARG,Argentina,ARG.14_1,Misiones,,ARG.14.13_1,Oberá,,,Departamento,Department,,AR.MN.OB
ARG,Argentina,ARG.14_1,Misiones,,ARG.14.14_1,San Ignacio,,,Departamento,Department,,AR.MN.SI
ARG,Argentina,ARG.14_1,Misiones,,ARG.14.15_1,San Javier,,,Departamento,Department,,AR.MN.SJ
ARG,Argentina,ARG.14_1,Misiones,,ARG.14.16_1,San Pedro,,,Departamento,Department,,AR.MN.SP
ARG,Argentina,ARG.14_1,Misiones,,ARG.14.17_1,Veinticinco de Mayo,Alba Pose|25 de Mayo,,Departamento,Department,,AR.MN.VM
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.1_1,Aluminé,,,Departamento,Department,,AR.NQ.AL
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.2_1,A?elo,,,Departamento,Department,,AR.NQ.AN
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.3_1,Catán Lil,Las Coloradas,,Departamento,Department,,AR.NQ.CL
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.4_1,Chos Malal,,,Departamento,Department,,AR.NQ.CM
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.5_1,Collón Curá,Piedra del Aguila,,Departamento,Department,,AR.NQ.CC
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.6_1,Confluencia,Neuquen,,Departamento,Department,,AR.NQ.CO
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.7_1,Huiliches,Junin de los Andes,,Departamento,Department,,AR.NQ.HU
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.8_1,Lacar,San Martin de los Andes,,Departamento,Department,,AR.NQ.LA
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.9_1,Loncopué,,,Departamento,Department,,AR.NQ.LO
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.10_1,Los Lagos,Villa la Angostura,,Departamento,Department,,AR.NQ.LL
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.11_1,Minas,Andacollo,,Departamento,Department,,AR.NQ.MI
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.12_1,?orquín,El Huecu|Nroquin,,Departamento,Department,,AR.NQ.NO
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.13_1,Pehuenches,Buta Ranquil,,Departamento,Department,,AR.NQ.PE
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.14_1,Picún Leufú,,,Departamento,Department,,AR.NQ.PL
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.15_1,Picunches,Las Lajas,,Departamento,Department,,AR.NQ.PI
ARG,Argentina,ARG.15_1,Neuquén,,ARG.15.16_1,Zapala,,,Departamento,Department,,AR.NQ.ZA
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.1_1,Adolfo Alsina,Viedma,,Departamento,Department,,AR.RN.AA
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.2_1,Avellaneda,Choele Choel,,Departamento,Department,,AR.RN.AV
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.3_1,Bariloche,San Carlos de Barioche|Barioche,,Departamento,Department,,AR.RN.BA
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.4_1,Conesa,General Conesa,,Departamento,Department,,AR.RN.CO
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.5_1,El Cuy,,,Departamento,Department,,AR.RN.EC
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.6_1,General Roca,,,Departamento,Department,,AR.RN.GR
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.7_1,?orquinco,,,Departamento,Department,,AR.RN.NO
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.8_1,Nueve de Julio,Sierra Colorada|9 de Julio,,Departamento,Department,,AR.RN.NJ
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.9_1,Pichi Mahuida,Rio Colorado,,Departamento,Department,,AR.RN.PM
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.10_1,Pilcaniyeu,,,Departamento,Department,,AR.RN.PI
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.11_1,San Antonio,San Antonio Oeste,,Departamento,Department,,AR.RN.SA
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.12_1,Valcheta,,,Departamento,Department,,AR.RN.VA
ARG,Argentina,ARG.16_1,Río Negro,,ARG.16.13_1,Veinticinco de Mayo,Maquinchao|25 de Mayo,,Departamento,Department,,AR.RN.VM
ARG,Argentina,ARG.17_1,Salta,,ARG.17.1_1,Anta,,,Departamento,Department,,AR.SA.AN
ARG,Argentina,ARG.17_1,Salta,,ARG.17.2_1,Cachi,,,Departamento,Department,,AR.SA.CA
ARG,Argentina,ARG.17_1,Salta,,ARG.17.3_1,Cafayate,,,Departamento,Department,,AR.SA.CF
ARG,Argentina,ARG.17_1,Salta,,ARG.17.4_1,Capital,Salta|Capital (Salta),,Departamento,Department,,AR.SA.SA
ARG,Argentina,ARG.17_1,Salta,,ARG.17.5_1,Cerrillos,,,Departamento,Department,,AR.SA.CE
ARG,Argentina,ARG.17_1,Salta,,ARG.17.6_1,Chicoana,,,Departamento,Department,,AR.SA.CH
ARG,Argentina,ARG.17_1,Salta,,ARG.17.7_1,General Güemes,Gral. Martin M. Güemes,,Departamento,Department,,AR.SA.GG
ARG,Argentina,ARG.17_1,Salta,,ARG.17.8_1,General José de San Martín,General Jose de San Marti|General Jo,,Departamento,Department,,AR.SA.GM
ARG,Argentina,ARG.17_1,Salta,,ARG.17.9_1,Guachipas,,,Departamento,Department,,AR.SA.GU
ARG,Argentina,ARG.17_1,Salta,,ARG.17.10_1,Iruya,,,Departamento,Department,,AR.SA.IR
ARG,Argentina,ARG.17_1,Salta,,ARG.17.11_1,La Caldera,Caldera,,Departamento,Department,,AR.SA.LC
ARG,Argentina,ARG.17_1,Salta,,ARG.17.12_1,La Candelaria,Candelaria,,Departamento,Department,,AR.SA.LD
ARG,Argentina,ARG.17_1,Salta,,ARG.17.13_1,La Poma,Poma,,Departamento,Department,,AR.SA.LP
ARG,Argentina,ARG.17_1,Salta,,ARG.17.14_1,La Vi?a,,,Departamento,Department,,AR.SA.LV
ARG,Argentina,ARG.17_1,Salta,,ARG.17.15_1,Los Andes,San Antonio de los Cobres,,Departamento,Department,,AR.SA.LA
ARG,Argentina,ARG.17_1,Salta,,ARG.17.16_1,Metán,,,Departamento,Department,,AR.SA.ME
ARG,Argentina,ARG.17_1,Salta,,ARG.17.17_1,Molinos,,,Departamento,Department,,AR.SA.MO
ARG,Argentina,ARG.17_1,Salta,,ARG.17.18_1,Orán,S. Ramon de la N. Oran,,Departamento,Department,,AR.SA.OR
ARG,Argentina,ARG.17_1,Salta,,ARG.17.19_1,Rivadavia,,,Departamento,Department,,AR.SA.RI
ARG,Argentina,ARG.17_1,Salta,,ARG.17.20_1,Rosario de la Frontera,,,Departamento,Department,,AR.SA.RF
ARG,Argentina,ARG.17_1,Salta,,ARG.17.21_1,Rosario de Lerma,,,Departamento,Department,,AR.SA.RL
ARG,Argentina,ARG.17_1,Salta,,ARG.17.22_1,San Carlos,,,Departamento,Department,,AR.SA.SC
ARG,Argentina,ARG.17_1,Salta,,ARG.17.23_1,Santa Victoria,,,Departamento,Department,,AR.SA.SV
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.1_1,Albardón,,,Departamento,Department,,AR.SJ.AL
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.2_1,Angaco,Villa del Salvador,,Departamento,Department,,AR.SJ.AN
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.3_1,Calingasta,Tamberias,,Departamento,Department,,AR.SJ.CL
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.4_1,Capital,San Juan|Capital (San Juan),,Departamento,Department,,AR.SJ.SJ
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.5_1,Caucete,,,Departamento,Department,,AR.SJ.CC
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.6_1,Chimbas,,,Departamento,Department,,AR.SJ.CH
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.7_1,Iglesia,Rodeo,,Departamento,Department,,AR.SJ.IG
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.8_1,Jáchal,San Jose de Jachal,,Departamento,Department,,AR.SJ.JA
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.9_1,Pocito,Villa Alberastain,,Departamento,Department,,AR.SJ.PO
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.10_1,Rawson,Villa Krause,,Departamento,Department,,AR.SJ.RA
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.11_1,Rivadavia,,,Departamento,Department,,AR.SJ.RI
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.12_1,San Martín,Santa Lucia,,Departamento,Department,,AR.SJ.SM
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.13_1,Santa Lucía,,,Departamento,Department,,AR.SJ.SL
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.14_1,Sarmiento,Media Agua,,Departamento,Department,,AR.SJ.SA
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.15_1,Ullum,Ullun|Ullun,,Departamento,Department,,AR.SJ.UL
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.16_1,Valle Fértil,San Agustin del Valle Fert|Valle Fert,,Departamento,Department,,AR.SJ.VF
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.17_1,Veinticinco de Mayo,Santa Rosa|25 De Mayo,,Departamento,Department,,AR.SJ.VM
ARG,Argentina,ARG.18_1,San Juan,,ARG.18.18_1,Zonda,,,Departamento,Department,,AR.SJ.ZO
ARG,Argentina,ARG.19_1,San Luis,,ARG.19.1_1,Ayacucho,San Fco. del Monte de Oro,,Departamento,Department,,AR.SL.AY
ARG,Argentina,ARG.19_1,San Luis,,ARG.19.2_1,Belgrano,Villa Generel Roca,,Departamento,Department,,AR.SL.BE
ARG,Argentina,ARG.19_1,San Luis,,ARG.19.3_1,Chacabuco,Concaran,,Departamento,Department,,AR.SL.CH
ARG,Argentina,ARG.19_1,San Luis,,ARG.19.4_1,Coronel Pringles,La Toma,,Departamento,Department,,AR.SL.CP
ARG,Argentina,ARG.19_1,San Luis,,ARG.19.5_1,General Pedernera,Mercedes,,Departamento,Department,,AR.SL.GP
ARG,Argentina,ARG.19_1,San Luis,,ARG.19.6_1,Gobernador Dupuy,Buena Esperanza,,Departamento,Department,,AR.SL.GD
ARG,Argentina,ARG.19_1,San Luis,,ARG.19.7_1,Junín,Santa Rosa,,Departamento,Department,,AR.SL.JU
ARG,Argentina,ARG.19_1,San Luis,,ARG.19.8_1,La Capital,San Luis,,Departamento,Department,,AR.SL.LC
ARG,Argentina,ARG.19_1,San Luis,,ARG.19.9_1,Libertador General San Martín,Libertador General San Ma|Libertador,,Departamento,Department,,AR.SL.LM
ARG,Argentina,ARG.20_1,Santa Cruz,,ARG.20.1_1,Corpen Aike,Sata Cruz,,Departamento,Department,,AR.SC.CA
ARG,Argentina,ARG.20_1,Santa Cruz,,ARG.20.2_1,Deseado,Puerto Deseado,,Departamento,Department,,AR.SC.DE
ARG,Argentina,ARG.20_1,Santa Cruz,,ARG.20.3_1,Güer Aike,Rio Gallegos|Ger Aike,,Departamento,Department,,AR.SC.GA
ARG,Argentina,ARG.20_1,Santa Cruz,,ARG.20.4_1,Lago Argentino,Calafate,,Departamento,Department,,AR.SC.LA
ARG,Argentina,ARG.20_1,Santa Cruz,,ARG.20.5_1,Lago Buenos Aires,Perito Moreno,,Departamento,Department,,AR.SC.LB
ARG,Argentina,ARG.20_1,Santa Cruz,,ARG.20.6_1,Magallanes,San Julian,,Departamento,Department,,AR.SC.MA
ARG,Argentina,ARG.20_1,Santa Cruz,,ARG.20.7_1,Rió Chico,Gobernador Gregores,,Departamento,Department,,AR.SC.RC
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.1_1,Belgrano,Las Rosas,,Departamento,Department,,AR.SF.BE
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.2_1,Caseros,Casilda,,Departamento,Department,,AR.SF.CR
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.3_1,Castellanos,Rafaela,,Departamento,Department,,AR.SF.CL
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.4_1,Constitución,Villa Constitucion,,Departamento,Department,,AR.SF.CO
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.5_1,Garay,Helvencia,,Departamento,Department,,AR.SF.GA
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.6_1,General López,Melincue,,Departamento,Department,,AR.SF.GL
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.7_1,General Obligado,Reconquista,,Departamento,Department,,AR.SF.GO
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.8_1,Iriondo,Ca?ada de Gomez,,Departamento,Department,,AR.SF.IR
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.9_1,La Capital,Santa Fe,,Departamento,Department,,AR.SF.LP
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.10_1,Las Colonias,Esperanza,,Departamento,Department,,AR.SF.LC
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.11_1,Nueve de Julio,Tostado|9 de Julio,,Departamento,Department,,AR.SF.NJ
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.12_1,Rosario,,,Departamento,Department,,AR.SF.RO
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.13_1,San Cristóbal,,,Departamento,Department,,AR.SF.SC
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.14_1,San Javier,,,Departamento,Department,,AR.SF.SV
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.15_1,San Jerónimo,Coronda,,Departamento,Department,,AR.SF.SR
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.16_1,San Justo,,,Departamento,Department,,AR.SF.SJ
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.17_1,San Lorenzo,Coronda,,Departamento,Department,,AR.SF.SL
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.18_1,San Martín,Sastre,,Departamento,Department,,AR.SF.SM
ARG,Argentina,ARG.21_1,Santa Fe,,ARG.21.19_1,Vera,,,Departamento,Department,,AR.SF.VE
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.1_1,Aguirre,Pinto,,Departamento,Department,,AR.SE.AG
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.2_1,Alberdi,Campo Gallo,,Departamento,Department,,AR.SE.AL
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.3_1,Atamisqui,Villa Atamisqui,,Departamento,Department,,AR.SE.AT
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.4_1,Avellaneda,Herrera,,Departamento,Department,,AR.SE.AV
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.5_1,Banda,La Banda,,Departamento,Department,,AR.SE.BA
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.6_1,Belgrano,Bandera,,Departamento,Department,,AR.SE.BE
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.7_1,Capital,San del Estero|Capital (Santiago del Estero),,Departamento,Department,,AR.SE.SE
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.8_1,Choya,Frias,,Departamento,Department,,AR.SE.CH
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.9_1,Copo,Monte Quemado,,Departamento,Department,,AR.SE.CO
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.10_1,Figueroa,La Canada,,Departamento,Department,,AR.SE.FI
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.11_1,General Taboada,Anatuya,,Departamento,Department,,AR.SE.GT
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.12_1,Guasayán,San Pedro,,Departamento,Department,,AR.SE.GU
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.13_1,Jiménez,Pozo Hondo|Jimnez,,Departamento,Department,,AR.SE.JM
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.14_1,Juan Felipe Ibarra,Suncho Corral|Juan F. Ibarra,,Departamento,Department,,AR.SE.JI
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.15_1,Loreto,Va. S. Martin,,Departamento,Department,,AR.SE.LO
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.16_1,Mitre,Villa Union,,Departamento,Department,,AR.SE.MI
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.17_1,Moreno,Quimili,,Departamento,Department,,AR.SE.MO
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.18_1,Ojo de Agua,Villa Ojo de Agua,,Departamento,Department,,AR.SE.OJ
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.19_1,Pellegrini,La Fragua,,Departamento,Department,,AR.SE.PE
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.20_1,Quebrachos,Sumampa,,Departamento,Department,,AR.SE.QU
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.21_1,Rió Hondo,Las Termas,,Departamento,Department,,AR.SE.RH
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.22_1,Rivadavia,Selva,,Departamento,Department,,AR.SE.RI
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.23_1,Robles,Fernandez,,Departamento,Department,,AR.SE.RO
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.24_1,Salavina,Los Telares,,Departamento,Department,,AR.SE.SV
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.25_1,San Martín,Bera Pozo,,Departamento,Department,,AR.SE.SM
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.26_1,Sarmiento,Garza,,Departamento,Department,,AR.SE.SR
ARG,Argentina,ARG.22_1,Santiago del Estero,,ARG.22.27_1,Silípica,Arraga,,Departamento,Department,,AR.SE.SI
ARG,Argentina,ARG.23_1,Tierra del Fuego,,ARG.23.1_1,Rió Grande,,,Departamento,Department,,AR.TF.RG
ARG,Argentina,ARG.23_1,Tierra del Fuego,,ARG.23.2_1,Ushuaia,,,Departamento,Department,,AR.TF.US
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.1_1,Burruyacú,,,Departamento,Department,,AR.TM.BU
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.2_1,Capital,San Miguel de Tucuman|Capital (Tucumán),,Departamento,Department,,AR.TM.TM
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.3_1,Chicligasta,Concepcion,,Departamento,Department,,AR.TM.CH
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.4_1,Cruz Alta,Banda del R.Sali,,Departamento,Department,,AR.TM.CA
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.5_1,Famaillá,,,Departamento,Department,,AR.TM.FA
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.6_1,Graneros,,,Departamento,Department,,AR.TM.GR
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.7_1,Juan B. Alberdi,Juan B.Alberdi|Alberdi,,Departamento,Department,,AR.TM.JA
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.8_1,La Cocha,,,Departamento,Department,,AR.TM.LC
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.9_1,Leales,Bella Vista,,Departamento,Department,,AR.TM.LE
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.10_1,Lules,,,Departamento,Department,,AR.TM.LU
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.11_1,Monteros,,,Departamento,Department,,AR.TM.MO
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.12_1,Rió Chico,Aquilares,,Departamento,Department,,AR.TM.RC
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.13_1,Simoca,,,Departamento,Department,,AR.TM.SI
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.14_1,Tafí del Valle,,,Departamento,Department,,AR.TM.TD
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.15_1,Tafí Viejo,,,Departamento,Department,,AR.TM.TV
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.16_1,Trancas,,,Departamento,Department,,AR.TM.TR
ARG,Argentina,ARG.24_1,Tucumán,,ARG.24.17_1,Yerba Buena,,,Departamento,Department,,AR.TM.YB
